,eps_ctr,eps_cvr,bidder_type,mean_tvc,std_tvc,mean_cpc_percent,std_cpc_percent,mean_cpc_avg,std_cpc_avg
0,1e-05,1e-05,robust,2.533994103535094,0.0002631886226694745,0.0,0.0,89.05958997950867,0.007814470058461033
1,1e-05,1e-05,simple,1.7097279338245557,0.0033876937967322334,0.0,0.0,353.6462655607417,0.28504124846709816
2,1e-05,0.0001,robust,2.537289863526871,0.0002571998377891296,0.0,0.0,89.54903430840419,0.018511639022351502
3,1e-05,0.0001,simple,1.7097279338245557,0.0033876937967322334,0.0,0.0,353.6462655607417,0.28504124846709816
4,1e-05,0.001,robust,2.538282493951084,0.00018897784817006394,0.0,0.0,89.24381212126437,0.00850364525245039
5,1e-05,0.001,simple,1.7097279338245557,0.0031939483416706135,0.0,0.0,353.6462655607417,0.2687394662786105
6,1e-05,0.01,robust,2.528043941773059,0.000961830239040347,0.0,0.0,84.3708625572681,0.02772882724991971
7,1e-05,0.01,simple,1.7097279338245557,0.0033876937967322334,0.0,0.0,353.6462655607417,0.28504124846709816
8,1e-05,0.1,robust,2.534148831875219,0.004380648118402684,0.0,0.0,89.08063744083927,0.08999442848422863
9,1e-05,0.1,simple,1.7097279338245557,0.0033876937967322334,0.0,0.0,353.6462655607417,0.28504124846709816
10,1e-05,1.0,robust,2.538023954360863,0.00022146264554733587,0.0,0.0,89.49498606153558,0.01698771287792478
11,1e-05,1.0,simple,1.7097279338245557,0.0033876937967322334,0.0,0.0,353.6462655607417,0.28504124846709816
12,1e-05,5.0,robust,2.538023954360863,0.00022146264554733587,0.0,0.0,89.49498606153558,0.01698771287792478
13,1e-05,5.0,simple,1.7097279338245557,0.0033876937967322334,0.0,0.0,353.6462655607417,0.28504124846709816
14,1e-05,10.0,robust,2.538023954360863,0.00022146264554733587,0.0,0.0,89.49498606153558,0.01698771287792478
15,1e-05,10.0,simple,1.7097279338245557,0.0033876937967322334,0.0,0.0,353.6462655607417,0.28504124846709816
16,0.0001,1e-05,robust,2.5724822166687744,0.0020578642393514575,0.0,0.0,81.3781114255482,0.09189380913044194
17,0.0001,1e-05,simple,1.7104744245409278,0.001993316314568539,0.0,0.0,355.99396269672445,0.2462858113939067
18,0.0001,0.0001,robust,2.5061819199971214,0.004499955855685749,0.0,0.0,87.96580729321147,0.03483457930043255
19,0.0001,0.0001,simple,1.7104744245409278,0.001993316314568539,0.0,0.0,355.99396269672445,0.2462858113939067
20,0.0001,0.001,robust,2.5379502745715694,0.0007189936223535646,0.0,0.0,89.40887765318162,0.032780918480619946
21,0.0001,0.001,simple,1.7104744245409278,0.001879316644108234,0.0,0.0,355.99396269672445,0.23220048979554309
22,0.0001,0.01,robust,2.5416591989303696,0.00029899929298576606,0.0,0.0,88.1765016793388,0.04554504572733581
23,0.0001,0.01,simple,1.7104744245409278,0.001993316314568539,0.0,0.0,355.99396269672445,0.2462858113939067
24,0.0001,0.1,robust,2.5260089132349166,0.0022036777469386375,0.0,0.0,74.9154465741413,0.09632101357092808
25,0.0001,0.1,simple,1.7104744245409278,0.001993316314568539,0.0,0.0,355.99396269672445,0.2462858113939067
26,0.0001,1.0,robust,2.5412577345616487,0.0012187058373494485,0.0,0.0,89.76536837411349,0.08605352927823931
27,0.0001,1.0,simple,1.7104744245409278,0.001993316314568539,0.0,0.0,355.99396269672445,0.2462858113939067
28,0.0001,5.0,robust,2.5363031015921127,0.0004918660623704667,0.0,0.0,90.06947804047948,0.052119014152548375
29,0.0001,5.0,simple,1.7104744245409278,0.001993316314568539,0.0,0.0,355.99396269672445,0.2462858113939067
30,0.0001,10.0,robust,2.5363031015921127,0.0004918660623704667,0.0,0.0,90.06947804047948,0.052119014152548375
31,0.0001,10.0,simple,1.7104744245409278,0.001993316314568539,0.0,0.0,355.99396269672445,0.2462858113939067
32,0.001,1e-05,robust,2.5351004936507686,0.0014436775718282295,0.0,0.0,91.58201984890918,0.06313583923038402
33,0.001,1e-05,simple,1.6913507569230184,0.010485104145398657,0.0,0.0,363.07651553345556,3.0866762332106856
34,0.001,0.0001,robust,2.6567436086851073,0.003572058047820894,0.0,0.0,75.95173186438284,0.15659987766567957
35,0.001,0.0001,simple,1.6913507569230184,0.010485104145398657,0.0,0.0,363.07651553345556,3.0866762332106856
36,0.001,0.001,robust,2.5455371156406956,0.00145357318970191,0.0,0.0,86.23385067120319,0.04121060709856737
37,0.001,0.001,simple,1.6913507569230184,0.010205450971023702,0.0,0.0,363.07651553345556,3.004350030731922
38,0.001,0.01,robust,2.5363825955360255,0.0019068945213226696,0.0,0.0,89.23070375450432,0.05282625541307794
39,0.001,0.01,simple,1.6913507569230184,0.010485104145398657,0.0,0.0,363.07651553345556,3.0866762332106856
40,0.001,0.1,robust,2.524571346973854,0.002161412505489908,0.0,0.0,75.6171741146853,0.08276644684931234
41,0.001,0.1,simple,1.6913507569230184,0.010485104145398657,0.0,0.0,363.07651553345556,3.0866762332106856
42,0.001,1.0,robust,2.612532181233444,0.0029139621229459724,0.0,0.0,68.35957072171685,0.3561827063781054
43,0.001,1.0,simple,1.6913507569230184,0.010485104145398657,0.0,0.0,363.07651553345556,3.0866762332106856
44,0.001,5.0,robust,2.581246329440718,0.0026023405031583243,0.0,0.0,76.79621331144456,0.243051854215425
45,0.001,5.0,simple,1.6913507569230184,0.010485104145398657,0.0,0.0,363.07651553345556,3.0866762332106856
46,0.001,10.0,robust,2.5326611438684177,0.0010474410268027582,0.0,0.0,91.94343076179453,0.06484598120699932
47,0.001,10.0,simple,1.6913507569230184,0.010485104145398657,0.0,0.0,363.07651553345556,3.0866762332106856
48,0.01,1e-05,robust,2.823600304767397,0.004023762387400318,0.0,0.0,54.65720039520537,0.32687838729375857
49,0.01,1e-05,simple,1.6683487349290282,0.01433789378783563,0.0,0.0,381.6072405568277,3.5595278269749517
50,0.01,0.0001,robust,2.5509146221153833,0.004673502098428953,0.0,0.0,87.59991617321451,0.2836445408294138
51,0.01,0.0001,simple,1.6683487349290282,0.01433789378783563,0.0,0.0,381.6072405568277,3.5595278269749517
52,0.01,0.001,robust,2.716159635996944,0.0026707235707414175,0.0,0.0,73.18692411056165,0.15026983892486342
53,0.01,0.001,simple,1.6683487349290282,0.01351789590041468,0.0,0.0,381.6072405568277,3.3559550190349356
54,0.01,0.01,robust,2.618718994694198,0.004850719846777227,0.0,0.0,86.20197512005214,0.14702777249498927
55,0.01,0.01,simple,1.6683487349290282,0.01433789378783563,0.0,0.0,381.6072405568277,3.5595278269749517
56,0.01,0.1,robust,2.5296595816620306,0.0030818941964711436,0.0,0.0,87.54964094102924,0.06860649825120646
57,0.01,0.1,simple,1.6683487349290282,0.01433789378783563,0.0,0.0,381.6072405568277,3.5595278269749517
58,0.01,1.0,robust,2.590186852433375,0.004375327765335498,0.0,0.0,64.97106048746713,0.11635870100741554
59,0.01,1.0,simple,1.6683487349290282,0.01433789378783563,0.0,0.0,381.6072405568277,3.5595278269749517
60,0.01,5.0,robust,2.7078882665969854,0.003193009525861081,0.0,0.0,51.0218506469824,0.1404911141804587
61,0.01,5.0,simple,1.6683487349290282,0.01433789378783563,0.0,0.0,381.6072405568277,3.5595278269749517
62,0.01,10.0,robust,2.733364224326516,0.0033029257813909315,0.0,0.0,49.95600886307156,0.2166756890860489
63,0.01,10.0,simple,1.6683487349290282,0.01433789378783563,0.0,0.0,381.6072405568277,3.5595278269749517
64,0.1,1e-05,robust,2.522885461317873,0.00797902002793177,0.0,0.0,111.46296916962783,1.0818584906438375
65,0.1,1e-05,simple,1.5953146054623506,0.0038897171711998533,0.0,0.0,437.7253140066513,7.421230203832139
66,0.1,0.0001,robust,2.8340284825968864,0.0026511000909054203,0.0,0.0,62.8634471093996,0.6348540155722641
67,0.1,0.0001,simple,1.5953146054623506,0.0038897171711998533,0.0,0.0,437.7253140066513,7.421230203832139
68,0.1,0.001,robust,2.6491478311346204,0.007334975304818637,0.0,0.0,76.22174570047555,0.30071695348709476
69,0.1,0.001,simple,1.5953146054623506,0.003667260518204176,0.0,0.0,437.7253140066513,6.996802935834833
70,0.1,0.01,robust,2.7632373430889023,0.004612222769578854,0.0,0.0,80.9063134283469,0.3820837717080627
71,0.1,0.01,simple,1.5953146054623506,0.0038897171711998533,0.0,0.0,437.7253140066513,7.421230203832139
72,0.1,0.1,robust,2.6580101039069763,0.00571826893735651,0.0,0.0,96.62602560469253,0.18141276591665553
73,0.1,0.1,simple,1.5953146054623506,0.0038897171711998533,0.0,0.0,437.7253140066513,7.421230203832139
74,0.1,1.0,robust,2.583175562993196,0.01041716665351179,0.0,0.0,88.8978625734542,0.20923413072428537
75,0.1,1.0,simple,1.5953146054623506,0.0038897171711998533,0.0,0.0,437.7253140066513,7.421230203832139
76,0.1,5.0,robust,2.6519704356213554,0.0028186251413610044,0.0,0.0,67.81220081124813,0.2826197993137267
77,0.1,5.0,simple,1.5953146054623506,0.0038897171711998533,0.0,0.0,437.7253140066513,7.421230203832139
78,0.1,10.0,robust,2.7248757056921824,0.008472762426275628,0.0,0.0,58.73107633567305,0.3301883063152972
79,0.1,10.0,simple,1.5953146054623506,0.0038897171711998533,0.0,0.0,437.7253140066513,7.421230203832139
80,1.0,1e-05,robust,2.542128065727677,0.0022956919452484983,0.0,0.0,170.86108713012726,2.1689976021490835
81,1.0,1e-05,simple,1.4508591083239364,0.012778578735107352,0.0,0.0,619.6512230307546,24.045972676438456
82,1.0,0.0001,robust,2.570668265347526,0.004889482649357158,0.0,0.0,156.12321270642775,4.194695414148118
83,1.0,0.0001,simple,1.4508591083239364,0.012778578735107352,0.0,0.0,619.6512230307546,24.045972676438456
84,1.0,0.001,robust,2.846144029690843,0.006009205102134431,0.0,0.0,64.05831769054546,0.5997940878216943
85,1.0,0.001,simple,1.4508591083239364,0.012047759570027492,0.0,0.0,619.6512230307546,22.670760452981423
86,1.0,0.01,robust,2.8749324873187563,0.006422953215527991,0.0,0.0,76.56862313995039,0.7006692678402304
87,1.0,0.01,simple,1.4508591083239364,0.012778578735107352,0.0,0.0,619.6512230307546,24.045972676438456
88,1.0,0.1,robust,2.78079361711098,0.002718696119800625,0.0,0.0,113.85137683104605,1.5296844274833952
89,1.0,0.1,simple,1.4508591083239364,0.012778578735107352,0.0,0.0,619.6512230307546,24.045972676438456
90,1.0,1.0,robust,2.718205649695071,0.004191701280781606,0.0,0.0,120.818740690177,0.970070562426847
91,1.0,1.0,simple,1.4508591083239364,0.012778578735107352,0.0,0.0,619.6512230307546,24.045972676438456
92,1.0,5.0,robust,2.673072213010866,0.006010513113740638,0.0,0.0,102.01854171209754,0.6982808113017809
93,1.0,5.0,simple,1.4508591083239364,0.012778578735107352,0.0,0.0,619.6512230307546,24.045972676438456
94,1.0,10.0,robust,2.7037780930301607,0.004877122157120522,0.0,0.0,90.48863325003772,0.804138974088886
95,1.0,10.0,simple,1.4508591083239364,0.012778578735107352,0.0,0.0,619.6512230307546,24.045972676438456
96,5.0,1e-05,robust,2.594397431933666,0.0034350678550381032,0.0,0.0,181.35673012518083,1.756418722978636
97,5.0,1e-05,simple,1.362969798498057,0.02369810002199695,0.0,0.0,724.5205169770758,21.173221366570075
98,5.0,0.0001,robust,2.594397431933666,0.0034350678550381032,0.0,0.0,181.35673012518083,1.756418722978636
99,5.0,0.0001,simple,1.362969798498057,0.02369810002199695,0.0,0.0,724.5205169770758,21.173221366570075
100,5.0,0.001,robust,2.634445444938451,0.011522920952015328,0.0,0.0,158.99851075473725,2.277027653019528
101,5.0,0.001,simple,1.362969798498057,0.022342782969054818,0.0,0.0,724.5205169770758,19.962304543820796
102,5.0,0.01,robust,2.956831818060695,0.003124436131900733,0.0,0.0,51.80132242228588,0.6181494742147579
103,5.0,0.01,simple,1.362969798498057,0.02369810002199695,0.0,0.0,724.5205169770758,21.173221366570075
104,5.0,0.1,robust,2.874030920133305,0.005693288360059941,0.0,0.0,88.18546625219184,0.6136621363461378
105,5.0,0.1,simple,1.362969798498057,0.02369810002199695,0.0,0.0,724.5205169770758,21.173221366570075
106,5.0,1.0,robust,2.7880935047033977,0.004675961022110644,0.0,0.0,121.07461497039803,0.9228788653261512
107,5.0,1.0,simple,1.362969798498057,0.02369810002199695,0.0,0.0,724.5205169770758,21.173221366570075
108,5.0,5.0,robust,2.760981519476478,0.0027559511099964737,0.0,0.0,114.4995242187612,0.4935083614628516
109,5.0,5.0,simple,1.362969798498057,0.02369810002199695,0.0,0.0,724.5205169770758,21.173221366570075
110,5.0,10.0,robust,2.7580959224821626,0.008695564095894668,0.0,0.0,103.24528415613213,0.6726084801225956
111,5.0,10.0,simple,1.362969798498057,0.02369810002199695,0.0,0.0,724.5205169770758,21.173221366570075
112,10.0,1e-05,robust,2.6170654347700593,0.0027516021438844683,0.0,0.0,170.56853452328016,1.8652063971170945
113,10.0,1e-05,simple,1.3284471537805276,0.016413406031479515,0.0,0.0,760.1628910393058,21.300763387772584
114,10.0,0.0001,robust,2.6170654347700593,0.0027516021438844683,0.0,0.0,170.56853452328016,1.8652063971170945
115,10.0,0.0001,simple,1.3284471537805276,0.016413406031479515,0.0,0.0,760.1628910393058,21.300763387772584
116,10.0,0.001,robust,2.622208746551196,0.003580423301232878,0.0,0.0,170.01854067140079,1.7047559018700185
117,10.0,0.001,simple,1.3284471537805276,0.015474707609636476,0.0,0.0,760.1628910393058,20.082552314592167
118,10.0,0.01,robust,2.9677186286592443,0.0012542814199211724,0.0,0.0,41.00517509019831,0.3285099292204853
119,10.0,0.01,simple,1.3284471537805276,0.016413406031479515,0.0,0.0,760.1628910393058,21.300763387772584
120,10.0,0.1,robust,2.9293226900055926,0.0023038376692843953,0.0,0.0,69.29967886493169,0.7372899804031405
121,10.0,0.1,simple,1.3284471537805276,0.016413406031479515,0.0,0.0,760.1628910393058,21.300763387772584
122,10.0,1.0,robust,2.8226723998993566,0.003899135967280651,0.0,0.0,108.05515414540437,1.0932148512613882
123,10.0,1.0,simple,1.3284471537805276,0.016413406031479515,0.0,0.0,760.1628910393058,21.300763387772584
124,10.0,5.0,robust,2.7833297613373,0.0031214167093772437,0.0,0.0,112.4691343487626,0.7224345254044561
125,10.0,5.0,simple,1.3284471537805276,0.016413406031479515,0.0,0.0,760.1628910393058,21.300763387772584
126,10.0,10.0,robust,2.785123379840294,0.002683721852692361,0.0,0.0,104.94761352946814,0.7398438887837167
127,10.0,10.0,simple,1.3284471537805276,0.016413406031479515,0.0,0.0,760.1628910393058,21.300763387772584
